1,SOPLAGL60019819,SOPLAGL60019819,DPD,ATL - 0001,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
2,BGPC000032734,BGPC000032734,DPD,ATL - 0002,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
3,SOPLAGL60019861,SOPLAGL60019861,DPD,ATL - 0003,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
4,SOPLAGWK035318,SOPLAGWK035318,DPD,ATL - 0004,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
5,SOPLAGWK035722,SOPLAGWK035722,DPD,ATL - 0005,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
6,SOPLAGWK035254,SOPLAGWK035254,DPD,ATL - 0006,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
7,SOPLAGW60019765,SOPLAGW60019765,DPD,ATL - 0007,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
8,SOPLAGW60019764,SOPLAGW60019764,DPD,ATL - 0008,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
9,VACANT1,VACANT1,VACANT,ATL - 0009,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
10,SOPLAGWK036431,SOPLAGWK036431,HINDAWI,ATL - 0010,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
11,VACANT2,VACANT2,VACANT,ATL - 0011,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
12,SOPLAGWK035441,SOPLAGWK035441,DPD,ATL - 0012,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
13,SOPLAGL60020258,SOPLAGL60020258,DPD,ATL - 0013,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
14,SOPLAGWK035735,SOPLAGWK035735,DPD,ATL - 0014,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
15,SOPLAGW60019758,SOPLAGW60019758,DPD,ATL - 0015,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
16,SOPLAGWK035257,SOPLAGWK035257,DPD,ATL - 0016,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
17,SOPLAGWK035324,SOPLAGWK035324,DPD,ATL - 0017,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
18,SOPLAGW60019760,SOPLAGW60019760,DPD,ATL - 0018,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
19,SOPLAGWK035253,SOPLAGWK035253,DPD,ATL - 0019,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
20,SOPLAGWK034040,SOPLAGWK034040,HINDAWI,ATL - 0020,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
21,SOPLAGWK032707,SOPLAGWK032707,HINDAWI,ATL - 0021,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
22,VACANT3,VACANT3,HINDAWI,ATL - 0022,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
23,SOPLAGW60021405,SOPLAGW60021405,DPD,ATL - 0023,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
24,SOPLAGW60021407,SOPLAGW60021407,DPD,ATL - 0024,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
25,SOPLAGW60021406,SOPLAGW60021406,DPD,ATL - 0025,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
26,SOPLAGW60021019,SOPLAGW60021019,DPD,ATL - 0026,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
27,SOPLAGW60021027,SOPLAGW60021027,DPD,ATL - 0027,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
28,SOPLAGW60021011,SOPLAGW60021011,DPD,ATL - 0028,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
29,SOPLAGW60021025,SOPLAGW60021025,DPD,ATL - 0029,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
30,SOPLAGW60021024,SOPLAGW60021024,DPD,ATL - 0030,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
31,VACANT4,VACANT4,HINDAWI,ATL - 0031,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
32,SOPLAGWK035399,SOPLAGWK035399,HINDAWI,ATL - 0032,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
33,SOPLAGWK033865,SOPLAGWK033865,HINDAWI,ATL - 0033,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
34,SOPLAGW60021018,SOPLAGW60021018,DPD,ATL - 0034,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
35,SOPLAGW60024065,SOPLAGW60024065,DPD,ATL - 0035,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
36,SOPLAGW60024066,SOPLAGW60024066,DPD,ATL - 0036,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
37,SOPLAGW60024067,SOPLAGW60024067,DPD,ATL - 0037,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
38,SOPLAGW60021017,SOPLAGW60021017,DPD,ATL - 0038,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
39,SOPLAGW60021020,SOPLAGW60021020,DPD,ATL - 0039,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
40,SOPLAGW60021409,SOPLAGW60021409,DPD,ATL - 0040,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
41,SOPLAGW60021016,SOPLAGW60021016,DPD,ATL - 0041,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
42,SOPLAGW60019783,SOPLAGW60019783,HINDAWI,ATL - 0042,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
43,SOPLAGWK034043,SOPLAGWK034043,HINDAWI,ATL - 0043,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
44,SOPLAGWK035325,SOPLAGWK035325,SOPLAGWK035325,ATL - 0044,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
45,SOPLAGW60021023,SOPLAGW60021023,DPD,ATL - 0045,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
46,SOPLAGWK033731,SOPLAGWK033731,DPD,ATL - 0046,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
47,SOPLAGW60021026,SOPLAGW60021026,DPD,ATL - 0047,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
48,SOPLAGW60021012,SOPLAGW60021012,DPD,ATL - 0048,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
49,SOPLAGW60024075,SOPLAGW60024075,DPD,ATL - 0049,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
50,SOPLAGW60021410,SOPLAGW60021410,DPD,ATL - 0050,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
51,SOPLAGW60021008,SOPLAGW60021008,DPD,ATL - 0051,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
52,SOPLAGWK035332,SOPLAGWK035332,DPD,ATL - 0052,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
53,SOPLAGWK035340,SOPLAGWK035340,HINDAWI,ATL - 0053,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
54,SOPLAGWK035235,SOPLAGWK035235,HINDAWI,ATL - 0054,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
55,Vacant5,Vacant5,HINDAWI,ATL - 0055,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
56,SOPLAGW60021029,SOPLAGW60021029,DPD,ATL - 0056,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
57,SOPLAGW60024076,SOPLAGW60024076,DPD,ATL - 0057,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
58,SOPLAGWK031611,SOPLAGWK031611,DPD,ATL - 0058,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
59,SOPLAGW60021028,SOPLAGW60021028,DPD,ATL - 0059,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
60,SOPLAGW60021404,SOPLAGW60021404,DPD,ATL - 0060,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
61,SOPLAGW60021014,SOPLAGW60021014,DPD,ATL - 0061,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
62,SOPLAGW60024077,SOPLAGW60024077,DPD,ATL - 0062,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
63,SOPLAGW60024078,SOPLAGW60024078,DPD,ATL - 0063,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
64,Vacant6,Vacant6,HINDAWI,ATL - 0064,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
65,Vacant7,Vacant7,HINDAWI,ATL - 0065,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
66,Vacant8,Vacant8,HINDAWI,ATL - 0066,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
67,SOPLAGWK032344,SOPLAGWK032344,DPD,ATL - 0067,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
68,SOPLAGW60024069,SOPLAGW60024069,DPD,ATL - 0068,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
69,SOPLAGW60024070,SOPLAGW60024070,DPD,ATL - 0069,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
70,SOPLAGW60024071,SOPLAGW60024071,DPD,ATL - 0070,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
71,SOPLAGW60024072,SOPLAGW60024072,DPD,ATL - 0071,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
72,SOPLAGW60024068,SOPLAGW60024068,DPD,ATL - 0072,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
73,SOPLAGW60024073,SOPLAGW60024073,DPD,ATL - 0073,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
74,SOPLAGW60024074,SOPLAGW60024074,DPD,ATL - 0074,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
75,Vacant9,Vacant9,HINDAWI,ATL - 0075,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
76,Vacant10,Vacant10,HINDAWI,ATL - 0076,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
77,Vacant11,Vacant11,HINDAWI,ATL - 0077,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
78,SOPLAGW60021022,SOPLAGW60021022,DPD,ATL - 0078,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
79,SOPLAGW60021010,SOPLAGW60021010,DPD,ATL - 0079,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
80,SOPLAGW60019762,SOPLAGW60019762,DPD,ATL - 0080,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
81,SOPLAGW60019761,SOPLAGW60019761,DPD,ATL - 0081,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
82,SOPLAGW60019763,SOPLAGW60019763,DPD,ATL - 0082,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
83,SOPLAGWK035262,SOPLAGWK035262,DPD,ATL - 0083,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
84,SOPLAGW60021031,SOPLAGW60021031,DPD,ATL - 0084,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
85,SOPLAGW60021408,SOPLAGW60021408,DPD,ATL - 0085,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
86,Vacant12,Vacant12,HINDAWI,ATL - 0086,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
87,Vacant13,Vacant13,HINDAWI,ATL - 0087,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
88,Vacant14,Vacant14,HINDAWI,ATL - 0088,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
89,Vacant15,Vacant15,DPD,ATL - 0089,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
90,Vacant16,Vacant16,DPD,ATL - 0090,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
91,Vacant17,Vacant17,DPD,ATL - 0091,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
92,Vacant18,Vacant18,DPD,ATL - 0092,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
93,Laptop use1,Laptop use1,DPD,ATL - 0093,Null,Onsite,Null,Laptop,Active,Null,Null,Null,Null
94,SOPLAGW60021027,SOPLAGW60021027,DPD,ATL - 0094,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
95,Vacant19,Vacant19,HINDAWI,ATL - 0095,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
96,Vacant20,Vacant20,HINDAWI,ATL - 0096,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
97,Vacant21,Vacant21,HINDAWI,ATL - 0097,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
98,Vacant22,Vacant22,HINDAWI,ATL - 0098,Null,Onsite,Null,Desktop,Active,Null,Null,Null,Null
